county,Probability County=Democrat
goliad county,0.016761764063645154
gonzales county,0.045590952824116536
gray county,0.01289229380099355
grayson county,0.0055762789425446175
gregg county,0.03553066715420332
grimes county,0.020379145805079536
guadalupe county,0.027904471731678943
hale county,0.12764158239922416
hall county,0.026369327479707248
hamilton county,0.001447378210785534
hansford county,0.019878063330274216
hardeman county,0.006935726716502341
hardin county,0.006457452274190466
harris county,0.9724747789906927
harrison county,0.025699944505928045
hartley county,0.0035174401504996762
haskell county,0.007137470400096701
hays county,0.033514581590779996
hemphill county,0.0049662682090677035
henderson county,0.00441072095347419
hidalgo county,0.8705492998519097
hill county,0.006553925614039054
hockley county,0.038542699162730946
hood county,0.0016565933006441275
hopkins county,0.006742612950219545
houston county,0.013637451397583029
howard county,0.028170245882511803
hudspeth county,0.49776167062465737
hunt county,0.009312640793257047
hutchinson county,0.011604806518502644
irion county,0.00379475384715053
jack county,0.0034287564179414664
jackson county,0.013220658823632669
jasper county,0.01729465452778174
jeff davis county,0.005295181241929258
jefferson county,0.192340951386889
jim hogg county,0.8007611842610632
jim wells county,0.5701134199095741
johnson county,0.008372015574668634
jones county,0.015275146394199801
karnes county,0.05022927146677418
kaufman county,0.012483061325411163
kendall county,0.0024212231745815616
kenedy county,0.35763418020869875
kent county,0.0012457303161714473
kerr county,0.0036501130623422078
kimble county,0.0028455005076346946
king county,0.001982949071275738
kinney county,0.05841030658599542
kleberg county,0.4402675672393492
knox county,0.012699791437156622
lamar county,2.148410884218097e-06
lamb county,0.05356737061205109
lampasas county,5.586264380994348e-05
la salle county,0.18726441481459874
lavaca county,0.003604156886016194
lee county,0.008880635686349943
leon county,0.006276579496575225
liberty county,0.032782142782357936
limestone county,0.023805574968167473
lipscomb county,0.007042315766970491
live oak county,0.016302561109415914
llano county,0.0005454648391388775
loving county,0.0031490681565974235
lubbock county,0.08259443002820553
lynn county,0.03775831423182668
mcculloch county,0.00030014981589665833
mclennan county,1.661609765249233e-07
mcmullen county,0.48995953800294406
madison county,0.0029194857305132734
marion county,0.4823654602299189
martin county,1.9442017276020803e-06
mason county,0.06988329466439334
matagorda county,9.19670391722575e-05
maverick county,0.8768428095413654
medina county,0.042985119208670236
menard county,0.008905537248079616
midland county,0.04393836076278959
milam county,0.016338251480365128
mills county,0.002345222581845845
mitchell county,0.038221753000484596
montague county,0.0020806865206856825
montgomery county,0.0173741676851706
moore county,0.08018687326781787
morris county,0.03895149270502388
motley county,0.0017579568893392556
nacogdoches county,0.040374551042894016
navarro county,0.022236742262205973
newton county,0.02187747492431791
nolan county,0.022239597885398615
nueces county,0.27242371211658534
ochiltree county,0.039811145082494684
oldham county,0.00384252290352007
orange county,0.011028893170560617
palo pinto county,0.0055375464410717225
panola county,0.012230096869103601
parker county,0.003120154737932782
parmer county,0.05868607568982982
pecos county,0.16282264058233775
polk county,0.010325484302778291
potter county,0.053414116544565925
presidio county,0.8008873957442737
rains county,0.0014258230699214596
randall county,0.005702325217784305
reagan county,0.07308940007754759
real county,0.006441575704450043
red river county,0.008545683179127435
reeves county,0.24419454375993715
refugio county,0.07433764604933045
roberts county,0.0014202612458176682
robertson county,0.022749184709015057
rockwall county,0.00573503615325399
runnels county,0.01042572737156556
rusk county,0.018163946839394013
sabine county,0.004661894812221398
san augustine county,0.018634664978034985
san jacinto county,0.008300916741779532
san patricio county,0.17672190692908113
san saba county,0.006291456684116282
schleicher county,0.03273424497213294
scurry county,0.021200077736382553
shackelford county,0.001575183687068481
shelby county,0.023049806726066074
sherman county,0.014154982870345716
smith county,0.02809639214133422
somervell county,0.005416600168095879
starr county,0.9444700815310056
stephens county,0.006024585789200038
sterling county,0.012364507643114132
stonewall county,0.0019221701926663433
sutton county,0.0961824498835482
swisher county,0.03393181059619386
tarrant county,0.306589439998005
taylor county,0.019473104826324365
terrell county,0.06309969163293778
terry county,0.07238941154109237
throckmorton county,0.0016745333953438748
titus county,0.0670757563935963
tom green county,0.03159994269010525
travis county,0.2280255143633066
trinity county,0.0043506883673773734
tyler county,0.007474207804488987
upshur county,0.006371211383227783
upton county,0.04760277313231348
uvalde county,0.2168925964833425
val verde county,0.4802717843536793
van zandt county,0.0027753981652265365
victoria county,0.06283493658336844
walker county,0.03473686104220443
waller county,0.07369215663362927
ward county,0.05406241021939694
washington county,0.009678736926708481
webb county,0.7239365763262322
wharton county,0.05633023588277563
wheeler county,0.00624313174358513
wichita county,0.017565467058887802
wilbarger county,0.019037072076123825
willacy county,0.867617848514535
williamson county,0.023921473959269735
wilson county,0.016224599982041742
winkler county,0.09107611904163762
wise county,0.005403313762889934
wood county,0.0021342593474486175
yoakum county,0.06945386293156729
young county,0.0034438841097892752
zapata county,0.7489822761144421
zavala county,0.9224506300445042
